mode,rel_ba_pct,p,lr,steps,seed,pairs_csv,bh_macro,model_dir
erm,50.0,0.6666666666666666,1e-05,10,4,runs/erm_wt2_p067_lr1e-05_s4_t10/bh_erm_p067_lr1e-05_s4_t10.csv,0.6675747341880048,runs/erm_wt2_p067_lr1e-05_s4_t10
ilm,50.0,0.6666666666666666,1e-05,50,0,runs/ilm_wt2_p067_lr1e-05_s0_t50/bh_ilm_p067_lr1e-05_s0_t50.csv,0.6629149999406134,runs/ilm_wt2_p067_lr1e-05_s0_t50
erm,50.0,0.6666666666666666,1e-05,50,0,runs/erm_wt2_p067_lr1e-05_s0_t50/bh_erm_p067_lr1e-05_s0_t50.csv,0.65421856879574,runs/erm_wt2_p067_lr1e-05_s0_t50
ilm,50.0,0.6666666666666666,1e-05,50,1,runs/ilm_wt2_p067_lr1e-05_s1_t50/bh_ilm_p067_lr1e-05_s1_t50.csv,0.6582293327612382,runs/ilm_wt2_p067_lr1e-05_s1_t50
erm,50.0,0.6666666666666666,1e-05,50,1,runs/erm_wt2_p067_lr1e-05_s1_t50/bh_erm_p067_lr1e-05_s1_t50.csv,0.6512622295920606,runs/erm_wt2_p067_lr1e-05_s1_t50
ilm,50.0,0.6666666666666666,1e-05,50,2,runs/ilm_wt2_p067_lr1e-05_s2_t50/bh_ilm_p067_lr1e-05_s2_t50.csv,0.6490167899354632,runs/ilm_wt2_p067_lr1e-05_s2_t50
erm,50.0,0.6666666666666666,1e-05,50,2,runs/erm_wt2_p067_lr1e-05_s2_t50/bh_erm_p067_lr1e-05_s2_t50.csv,0.6423386626913306,runs/erm_wt2_p067_lr1e-05_s2_t50
ilm,50.0,0.6666666666666666,1e-05,50,3,runs/ilm_wt2_p067_lr1e-05_s3_t50/bh_ilm_p067_lr1e-05_s3_t50.csv,0.6396996272320798,runs/ilm_wt2_p067_lr1e-05_s3_t50
erm,50.0,0.6666666666666666,1e-05,50,3,runs/erm_wt2_p067_lr1e-05_s3_t50/bh_erm_p067_lr1e-05_s3_t50.csv,0.6705596873884022,runs/erm_wt2_p067_lr1e-05_s3_t50
ilm,50.0,0.6666666666666666,1e-05,50,4,runs/ilm_wt2_p067_lr1e-05_s4_t50/bh_ilm_p067_lr1e-05_s4_t50.csv,0.669717040019468,runs/ilm_wt2_p067_lr1e-05_s4_t50
erm,50.0,0.6666666666666666,1e-05,50,4,runs/erm_wt2_p067_lr1e-05_s4_t50/bh_erm_p067_lr1e-05_s4_t50.csv,0.6671722235323126,runs/erm_wt2_p067_lr1e-05_s4_t50
ilm,50.0,0.6666666666666666,1e-05,100,0,runs/ilm_wt2_p067_lr1e-05_s0_t100/bh_ilm_p067_lr1e-05_s0_t100.csv,0.6471365085737713,runs/ilm_wt2_p067_lr1e-05_s0_t100
erm,50.0,0.6666666666666666,1e-05,100,0,runs/erm_wt2_p067_lr1e-05_s0_t100/bh_erm_p067_lr1e-05_s0_t100.csv,0.6508950323070017,runs/erm_wt2_p067_lr1e-05_s0_t100
ilm,50.0,0.6666666666666666,1e-05,100,1,runs/ilm_wt2_p067_lr1e-05_s1_t100/bh_ilm_p067_lr1e-05_s1_t100.csv,0.6564353953591824,runs/ilm_wt2_p067_lr1e-05_s1_t100
erm,50.0,0.6666666666666666,1e-05,100,1,runs/erm_wt2_p067_lr1e-05_s1_t100/bh_erm_p067_lr1e-05_s1_t100.csv,0.6551141050415268,runs/erm_wt2_p067_lr1e-05_s1_t100
ilm,50.0,0.6666666666666666,1e-05,100,2,runs/ilm_wt2_p067_lr1e-05_s2_t100/bh_ilm_p067_lr1e-05_s2_t100.csv,0.6431021573675615,runs/ilm_wt2_p067_lr1e-05_s2_t100
erm,50.0,0.6666666666666666,1e-05,100,2,runs/erm_wt2_p067_lr1e-05_s2_t100/bh_erm_p067_lr1e-05_s2_t100.csv,0.6474898598978508,runs/erm_wt2_p067_lr1e-05_s2_t100
ilm,50.0,0.6666666666666666,1e-05,100,3,runs/ilm_wt2_p067_lr1e-05_s3_t100/bh_ilm_p067_lr1e-05_s3_t100.csv,0.637144890960255,runs/ilm_wt2_p067_lr1e-05_s3_t100
erm,50.0,0.6666666666666666,1e-05,100,3,runs/erm_wt2_p067_lr1e-05_s3_t100/bh_erm_p067_lr1e-05_s3_t100.csv,0.6643626719215365,runs/erm_wt2_p067_lr1e-05_s3_t100
ilm,50.0,0.6666666666666666,1e-05,100,4,runs/ilm_wt2_p067_lr1e-05_s4_t100/bh_ilm_p067_lr1e-05_s4_t100.csv,0.6582232397408849,runs/ilm_wt2_p067_lr1e-05_s4_t100
erm,50.0,0.6666666666666666,1e-05,100,4,runs/erm_wt2_p067_lr1e-05_s4_t100/bh_erm_p067_lr1e-05_s4_t100.csv,0.6588543550091882,runs/erm_wt2_p067_lr1e-05_s4_t100
ilm,50.0,0.6666666666666666,1e-05,200,0,runs/ilm_wt2_p067_lr1e-05_s0_t200/bh_ilm_p067_lr1e-05_s0_t200.csv,0.6450980222586791,runs/ilm_wt2_p067_lr1e-05_s0_t200
erm,50.0,0.6666666666666666,1e-05,200,0,runs/erm_wt2_p067_lr1e-05_s0_t200/bh_erm_p067_lr1e-05_s0_t200.csv,0.6662365854883233,runs/erm_wt2_p067_lr1e-05_s0_t200
ilm,50.0,0.6666666666666666,1e-05,200,1,runs/ilm_wt2_p067_lr1e-05_s1_t200/bh_ilm_p067_lr1e-05_s1_t200.csv,0.6317744642667336,runs/ilm_wt2_p067_lr1e-05_s1_t200
erm,50.0,0.6666666666666666,1e-05,200,1,runs/erm_wt2_p067_lr1e-05_s1_t200/bh_erm_p067_lr1e-05_s1_t200.csv,0.6576224418900539,runs/erm_wt2_p067_lr1e-05_s1_t200
ilm,50.0,0.6666666666666666,1e-05,200,2,runs/ilm_wt2_p067_lr1e-05_s2_t200/bh_ilm_p067_lr1e-05_s2_t200.csv,0.6232206648422374,runs/ilm_wt2_p067_lr1e-05_s2_t200
erm,50.0,0.6666666666666666,1e-05,200,2,runs/erm_wt2_p067_lr1e-05_s2_t200/bh_erm_p067_lr1e-05_s2_t200.csv,0.6205382297525686,runs/erm_wt2_p067_lr1e-05_s2_t200
ilm,50.0,0.6666666666666666,1e-05,200,3,runs/ilm_wt2_p067_lr1e-05_s3_t200/bh_ilm_p067_lr1e-05_s3_t200.csv,0.6279942845999642,runs/ilm_wt2_p067_lr1e-05_s3_t200
erm,50.0,0.6666666666666666,1e-05,200,3,runs/erm_wt2_p067_lr1e-05_s3_t200/bh_erm_p067_lr1e-05_s3_t200.csv,0.663781613912417,runs/erm_wt2_p067_lr1e-05_s3_t200
ilm,50.0,0.6666666666666666,1e-05,200,4,runs/ilm_wt2_p067_lr1e-05_s4_t200/bh_ilm_p067_lr1e-05_s4_t200.csv,0.6251771181789583,runs/ilm_wt2_p067_lr1e-05_s4_t200
erm,50.0,0.6666666666666666,1e-05,200,4,runs/erm_wt2_p067_lr1e-05_s4_t200/bh_erm_p067_lr1e-05_s4_t200.csv,0.6581281752454936,runs/erm_wt2_p067_lr1e-05_s4_t200
ilm,50.0,0.6666666666666666,1e-05,1000,0,runs/ilm_wt2_p067_lr1e-05_s0_t1000/bh_ilm_p067_lr1e-05_s0_t1000.csv,0.5849540379416873,runs/ilm_wt2_p067_lr1e-05_s0_t1000
erm,50.0,0.6666666666666666,1e-05,1000,0,runs/erm_wt2_p067_lr1e-05_s0_t1000/bh_erm_p067_lr1e-05_s0_t1000.csv,0.618222234594117,runs/erm_wt2_p067_lr1e-05_s0_t1000
ilm,50.0,0.6666666666666666,1e-05,1000,1,runs/ilm_wt2_p067_lr1e-05_s1_t1000/bh_ilm_p067_lr1e-05_s1_t1000.csv,0.5940978665925996,runs/ilm_wt2_p067_lr1e-05_s1_t1000
erm,50.0,0.6666666666666666,1e-05,1000,1,runs/erm_wt2_p067_lr1e-05_s1_t1000/bh_erm_p067_lr1e-05_s1_t1000.csv,0.6069802608684209,runs/erm_wt2_p067_lr1e-05_s1_t1000
ilm,50.0,0.6666666666666666,1e-05,1000,2,runs/ilm_wt2_p067_lr1e-05_s2_t1000/bh_ilm_p067_lr1e-05_s2_t1000.csv,0.5693661108634275,runs/ilm_wt2_p067_lr1e-05_s2_t1000
erm,50.0,0.6666666666666666,1e-05,1000,2,runs/erm_wt2_p067_lr1e-05_s2_t1000/bh_erm_p067_lr1e-05_s2_t1000.csv,0.6202416593823336,runs/erm_wt2_p067_lr1e-05_s2_t1000
ilm,50.0,0.6666666666666666,1e-05,1000,3,runs/ilm_wt2_p067_lr1e-05_s3_t1000/bh_ilm_p067_lr1e-05_s3_t1000.csv,0.5830452016588368,runs/ilm_wt2_p067_lr1e-05_s3_t1000
erm,50.0,0.6666666666666666,1e-05,1000,3,runs/erm_wt2_p067_lr1e-05_s3_t1000/bh_erm_p067_lr1e-05_s3_t1000.csv,0.6319746292500519,runs/erm_wt2_p067_lr1e-05_s3_t1000
ilm,50.0,0.6666666666666666,1e-05,1000,4,runs/ilm_wt2_p067_lr1e-05_s4_t1000/bh_ilm_p067_lr1e-05_s4_t1000.csv,0.5751453330477565,runs/ilm_wt2_p067_lr1e-05_s4_t1000
erm,50.0,0.6666666666666666,1e-05,1000,4,runs/erm_wt2_p067_lr1e-05_s4_t1000/bh_erm_p067_lr1e-05_s4_t1000.csv,0.620911684527623,runs/erm_wt2_p067_lr1e-05_s4_t1000
ilm,50.0,0.6666666666666666,1e-05,2500,0,runs/ilm_wt2_p067_lr1e-05_s0_t2500/bh_ilm_p067_lr1e-05_s0_t2500.csv,0.5452074792578776,runs/ilm_wt2_p067_lr1e-05_s0_t2500
erm,50.0,0.6666666666666666,1e-05,2500,0,runs/erm_wt2_p067_lr1e-05_s0_t2500/bh_erm_p067_lr1e-05_s0_t2500.csv,0.5957175998238087,runs/erm_wt2_p067_lr1e-05_s0_t2500
ilm,50.0,0.6666666666666666,1e-05,2500,1,runs/ilm_wt2_p067_lr1e-05_s1_t2500/bh_ilm_p067_lr1e-05_s1_t2500.csv,0.5357810009946312,runs/ilm_wt2_p067_lr1e-05_s1_t2500
erm,50.0,0.6666666666666666,1e-05,2500,1,runs/erm_wt2_p067_lr1e-05_s1_t2500/bh_erm_p067_lr1e-05_s1_t2500.csv,0.5789604572847943,runs/erm_wt2_p067_lr1e-05_s1_t2500
ilm,50.0,0.6666666666666666,1e-05,2500,2,runs/ilm_wt2_p067_lr1e-05_s2_t2500/bh_ilm_p067_lr1e-05_s2_t2500.csv,0.5440813376114928,runs/ilm_wt2_p067_lr1e-05_s2_t2500
erm,50.0,0.6666666666666666,1e-05,2500,2,runs/erm_wt2_p067_lr1e-05_s2_t2500/bh_erm_p067_lr1e-05_s2_t2500.csv,0.5924568711653408,runs/erm_wt2_p067_lr1e-05_s2_t2500
ilm,50.0,0.6666666666666666,1e-05,2500,3,runs/ilm_wt2_p067_lr1e-05_s3_t2500/bh_ilm_p067_lr1e-05_s3_t2500.csv,0.5501055362726045,runs/ilm_wt2_p067_lr1e-05_s3_t2500
erm,50.0,0.6666666666666666,1e-05,2500,3,runs/erm_wt2_p067_lr1e-05_s3_t2500/bh_erm_p067_lr1e-05_s3_t2500.csv,0.5960790586377764,runs/erm_wt2_p067_lr1e-05_s3_t2500
ilm,50.0,0.6666666666666666,1e-05,2500,4,runs/ilm_wt2_p067_lr1e-05_s4_t2500/bh_ilm_p067_lr1e-05_s4_t2500.csv,0.5489498156990201,runs/ilm_wt2_p067_lr1e-05_s4_t2500
erm,50.0,0.6666666666666666,1e-05,2500,4,runs/erm_wt2_p067_lr1e-05_s4_t2500/bh_erm_p067_lr1e-05_s4_t2500.csv,0.5862103719831061,runs/erm_wt2_p067_lr1e-05_s4_t2500
ilm,50.0,0.6666666666666666,5e-05,10,0,runs/ilm_wt2_p067_lr5e-05_s0_t10/bh_ilm_p067_lr5e-05_s0_t10.csv,0.6847629624907843,runs/ilm_wt2_p067_lr5e-05_s0_t10
erm,50.0,0.6666666666666666,5e-05,10,0,runs/erm_wt2_p067_lr5e-05_s0_t10/bh_erm_p067_lr5e-05_s0_t10.csv,0.6605980872559338,runs/erm_wt2_p067_lr5e-05_s0_t10
ilm,50.0,0.6666666666666666,5e-05,10,1,runs/ilm_wt2_p067_lr5e-05_s1_t10/bh_ilm_p067_lr5e-05_s1_t10.csv,0.6405783597715671,runs/ilm_wt2_p067_lr5e-05_s1_t10
erm,50.0,0.6666666666666666,5e-05,10,1,runs/erm_wt2_p067_lr5e-05_s1_t10/bh_erm_p067_lr5e-05_s1_t10.csv,0.6697992498574228,runs/erm_wt2_p067_lr5e-05_s1_t10
ilm,50.0,0.6666666666666666,5e-05,10,2,runs/ilm_wt2_p067_lr5e-05_s2_t10/bh_ilm_p067_lr5e-05_s2_t10.csv,0.6532668329754139,runs/ilm_wt2_p067_lr5e-05_s2_t10
erm,50.0,0.6666666666666666,5e-05,10,2,runs/erm_wt2_p067_lr5e-05_s2_t10/bh_erm_p067_lr5e-05_s2_t10.csv,0.5944583866676632,runs/erm_wt2_p067_lr5e-05_s2_t10
ilm,50.0,0.6666666666666666,5e-05,10,3,runs/ilm_wt2_p067_lr5e-05_s3_t10/bh_ilm_p067_lr5e-05_s3_t10.csv,0.6377558336365656,runs/ilm_wt2_p067_lr5e-05_s3_t10
erm,50.0,0.6666666666666666,5e-05,10,3,runs/erm_wt2_p067_lr5e-05_s3_t10/bh_erm_p067_lr5e-05_s3_t10.csv,0.6595326083895686,runs/erm_wt2_p067_lr5e-05_s3_t10
ilm,50.0,0.6666666666666666,5e-05,10,4,runs/ilm_wt2_p067_lr5e-05_s4_t10/bh_ilm_p067_lr5e-05_s4_t10.csv,0.6415895968429838,runs/ilm_wt2_p067_lr5e-05_s4_t10
erm,50.0,0.6666666666666666,5e-05,10,4,runs/erm_wt2_p067_lr5e-05_s4_t10/bh_erm_p067_lr5e-05_s4_t10.csv,0.6911805286704318,runs/erm_wt2_p067_lr5e-05_s4_t10
ilm,50.0,0.6666666666666666,5e-05,50,0,runs/ilm_wt2_p067_lr5e-05_s0_t50/bh_ilm_p067_lr5e-05_s0_t50.csv,0.6220948076841132,runs/ilm_wt2_p067_lr5e-05_s0_t50
erm,50.0,0.6666666666666666,5e-05,50,0,runs/erm_wt2_p067_lr5e-05_s0_t50/bh_erm_p067_lr5e-05_s0_t50.csv,0.6356116604690664,runs/erm_wt2_p067_lr5e-05_s0_t50
ilm,50.0,0.6666666666666666,5e-05,50,1,runs/ilm_wt2_p067_lr5e-05_s1_t50/bh_ilm_p067_lr5e-05_s1_t50.csv,0.6346353499833447,runs/ilm_wt2_p067_lr5e-05_s1_t50
erm,50.0,0.6666666666666666,5e-05,50,1,runs/erm_wt2_p067_lr5e-05_s1_t50/bh_erm_p067_lr5e-05_s1_t50.csv,0.6363452464486344,runs/erm_wt2_p067_lr5e-05_s1_t50
ilm,50.0,0.6666666666666666,5e-05,50,2,runs/ilm_wt2_p067_lr5e-05_s2_t50/bh_ilm_p067_lr5e-05_s2_t50.csv,0.5947848879904938,runs/ilm_wt2_p067_lr5e-05_s2_t50
erm,50.0,0.6666666666666666,5e-05,50,2,runs/erm_wt2_p067_lr5e-05_s2_t50/bh_erm_p067_lr5e-05_s2_t50.csv,0.6246493197158114,runs/erm_wt2_p067_lr5e-05_s2_t50
ilm,50.0,0.6666666666666666,5e-05,50,3,runs/ilm_wt2_p067_lr5e-05_s3_t50/bh_ilm_p067_lr5e-05_s3_t50.csv,0.62170468935808,runs/ilm_wt2_p067_lr5e-05_s3_t50
erm,50.0,0.6666666666666666,5e-05,50,3,runs/erm_wt2_p067_lr5e-05_s3_t50/bh_erm_p067_lr5e-05_s3_t50.csv,0.637054413671028,runs/erm_wt2_p067_lr5e-05_s3_t50
ilm,50.0,0.6666666666666666,5e-05,50,4,runs/ilm_wt2_p067_lr5e-05_s4_t50/bh_ilm_p067_lr5e-05_s4_t50.csv,0.6663719040092577,runs/ilm_wt2_p067_lr5e-05_s4_t50
erm,50.0,0.6666666666666666,5e-05,50,4,runs/erm_wt2_p067_lr5e-05_s4_t50/bh_erm_p067_lr5e-05_s4_t50.csv,0.6451359186346134,runs/erm_wt2_p067_lr5e-05_s4_t50
ilm,50.0,0.6666666666666666,5e-05,100,0,runs/ilm_wt2_p067_lr5e-05_s0_t100/bh_ilm_p067_lr5e-05_s0_t100.csv,0.6148986941161338,runs/ilm_wt2_p067_lr5e-05_s0_t100
erm,50.0,0.6666666666666666,5e-05,100,0,runs/erm_wt2_p067_lr5e-05_s0_t100/bh_erm_p067_lr5e-05_s0_t100.csv,0.6133419628804793,runs/erm_wt2_p067_lr5e-05_s0_t100
ilm,50.0,0.6666666666666666,5e-05,100,1,runs/ilm_wt2_p067_lr5e-05_s1_t100/bh_ilm_p067_lr5e-05_s1_t100.csv,0.6222378743103921,runs/ilm_wt2_p067_lr5e-05_s1_t100
erm,50.0,0.6666666666666666,5e-05,100,1,runs/erm_wt2_p067_lr5e-05_s1_t100/bh_erm_p067_lr5e-05_s1_t100.csv,0.624659084465934,runs/erm_wt2_p067_lr5e-05_s1_t100
ilm,50.0,0.6666666666666666,5e-05,100,2,runs/ilm_wt2_p067_lr5e-05_s2_t100/bh_ilm_p067_lr5e-05_s2_t100.csv,0.5712958625320281,runs/ilm_wt2_p067_lr5e-05_s2_t100
erm,50.0,0.6666666666666666,5e-05,100,2,runs/erm_wt2_p067_lr5e-05_s2_t100/bh_erm_p067_lr5e-05_s2_t100.csv,0.6090676164222022,runs/erm_wt2_p067_lr5e-05_s2_t100
ilm,50.0,0.6666666666666666,5e-05,100,3,runs/ilm_wt2_p067_lr5e-05_s3_t100/bh_ilm_p067_lr5e-05_s3_t100.csv,0.607240194752411,runs/ilm_wt2_p067_lr5e-05_s3_t100
erm,50.0,0.6666666666666666,5e-05,100,3,runs/erm_wt2_p067_lr5e-05_s3_t100/bh_erm_p067_lr5e-05_s3_t100.csv,0.6261860022995152,runs/erm_wt2_p067_lr5e-05_s3_t100
ilm,50.0,0.6666666666666666,5e-05,100,4,runs/ilm_wt2_p067_lr5e-05_s4_t100/bh_ilm_p067_lr5e-05_s4_t100.csv,0.6238462405454024,runs/ilm_wt2_p067_lr5e-05_s4_t100
erm,50.0,0.6666666666666666,5e-05,100,4,runs/erm_wt2_p067_lr5e-05_s4_t100/bh_erm_p067_lr5e-05_s4_t100.csv,0.6253299337139364,runs/erm_wt2_p067_lr5e-05_s4_t100
ilm,50.0,0.6666666666666666,5e-05,200,0,runs/ilm_wt2_p067_lr5e-05_s0_t200/bh_ilm_p067_lr5e-05_s0_t200.csv,0.6150820273219315,runs/ilm_wt2_p067_lr5e-05_s0_t200
erm,50.0,0.6666666666666666,5e-05,200,0,runs/erm_wt2_p067_lr5e-05_s0_t200/bh_erm_p067_lr5e-05_s0_t200.csv,0.6557498904153042,runs/erm_wt2_p067_lr5e-05_s0_t200
ilm,50.0,0.6666666666666666,5e-05,200,1,runs/ilm_wt2_p067_lr5e-05_s1_t200/bh_ilm_p067_lr5e-05_s1_t200.csv,0.582946249864021,runs/ilm_wt2_p067_lr5e-05_s1_t200
erm,50.0,0.6666666666666666,5e-05,200,1,runs/erm_wt2_p067_lr5e-05_s1_t200/bh_erm_p067_lr5e-05_s1_t200.csv,0.597257812424235,runs/erm_wt2_p067_lr5e-05_s1_t200
ilm,50.0,0.6666666666666666,5e-05,200,2,runs/ilm_wt2_p067_lr5e-05_s2_t200/bh_ilm_p067_lr5e-05_s2_t200.csv,0.5454774438507438,runs/ilm_wt2_p067_lr5e-05_s2_t200
erm,50.0,0.6666666666666666,5e-05,200,2,runs/erm_wt2_p067_lr5e-05_s2_t200/bh_erm_p067_lr5e-05_s2_t200.csv,0.5648027589550056,runs/erm_wt2_p067_lr5e-05_s2_t200
ilm,50.0,0.6666666666666666,5e-05,200,3,runs/ilm_wt2_p067_lr5e-05_s3_t200/bh_ilm_p067_lr5e-05_s3_t200.csv,0.5522951062820263,runs/ilm_wt2_p067_lr5e-05_s3_t200
erm,50.0,0.6666666666666666,5e-05,200,3,runs/erm_wt2_p067_lr5e-05_s3_t200/bh_erm_p067_lr5e-05_s3_t200.csv,0.6292021889678345,runs/erm_wt2_p067_lr5e-05_s3_t200
ilm,50.0,0.6666666666666666,5e-05,200,4,runs/ilm_wt2_p067_lr5e-05_s4_t200/bh_ilm_p067_lr5e-05_s4_t200.csv,0.5505905014558302,runs/ilm_wt2_p067_lr5e-05_s4_t200
erm,50.0,0.6666666666666666,5e-05,200,4,runs/erm_wt2_p067_lr5e-05_s4_t200/bh_erm_p067_lr5e-05_s4_t200.csv,0.6149679984279792,runs/erm_wt2_p067_lr5e-05_s4_t200
ilm,50.0,0.6666666666666666,5e-05,1000,0,runs/ilm_wt2_p067_lr5e-05_s0_t1000/bh_ilm_p067_lr5e-05_s0_t1000.csv,0.5055902878865183,runs/ilm_wt2_p067_lr5e-05_s0_t1000
erm,50.0,0.6666666666666666,5e-05,1000,0,runs/erm_wt2_p067_lr5e-05_s0_t1000/bh_erm_p067_lr5e-05_s0_t1000.csv,0.5678391634457548,runs/erm_wt2_p067_lr5e-05_s0_t1000
ilm,50.0,0.6666666666666666,5e-05,1000,1,runs/ilm_wt2_p067_lr5e-05_s1_t1000/bh_ilm_p067_lr5e-05_s1_t1000.csv,0.48905929158734285,runs/ilm_wt2_p067_lr5e-05_s1_t1000
erm,50.0,0.6666666666666666,5e-05,1000,1,runs/erm_wt2_p067_lr5e-05_s1_t1000/bh_erm_p067_lr5e-05_s1_t1000.csv,0.5335736401948405,runs/erm_wt2_p067_lr5e-05_s1_t1000
ilm,50.0,0.6666666666666666,5e-05,1000,2,runs/ilm_wt2_p067_lr5e-05_s2_t1000/bh_ilm_p067_lr5e-05_s2_t1000.csv,0.48709874077771836,runs/ilm_wt2_p067_lr5e-05_s2_t1000
erm,50.0,0.6666666666666666,5e-05,1000,2,runs/erm_wt2_p067_lr5e-05_s2_t1000/bh_erm_p067_lr5e-05_s2_t1000.csv,0.5477870069463419,runs/erm_wt2_p067_lr5e-05_s2_t1000
ilm,50.0,0.6666666666666666,5e-05,1000,3,runs/ilm_wt2_p067_lr5e-05_s3_t1000/bh_ilm_p067_lr5e-05_s3_t1000.csv,0.48889138117974823,runs/ilm_wt2_p067_lr5e-05_s3_t1000
erm,50.0,0.6666666666666666,5e-05,1000,3,runs/erm_wt2_p067_lr5e-05_s3_t1000/bh_erm_p067_lr5e-05_s3_t1000.csv,0.5806086767408678,runs/erm_wt2_p067_lr5e-05_s3_t1000
ilm,50.0,0.6666666666666666,5e-05,1000,4,runs/ilm_wt2_p067_lr5e-05_s4_t1000/bh_ilm_p067_lr5e-05_s4_t1000.csv,0.5088766249550413,runs/ilm_wt2_p067_lr5e-05_s4_t1000
erm,50.0,0.6666666666666666,5e-05,1000,4,runs/erm_wt2_p067_lr5e-05_s4_t1000/bh_erm_p067_lr5e-05_s4_t1000.csv,0.552335189441319,runs/erm_wt2_p067_lr5e-05_s4_t1000
ilm,50.0,0.6666666666666666,5e-05,2500,0,runs/ilm_wt2_p067_lr5e-05_s0_t2500/bh_ilm_p067_lr5e-05_s0_t2500.csv,0.4662795336914083,runs/ilm_wt2_p067_lr5e-05_s0_t2500
erm,50.0,0.6666666666666666,5e-05,2500,0,runs/erm_wt2_p067_lr5e-05_s0_t2500/bh_erm_p067_lr5e-05_s0_t2500.csv,0.5134042090387243,runs/erm_wt2_p067_lr5e-05_s0_t2500
ilm,50.0,0.6666666666666666,5e-05,2500,1,runs/ilm_wt2_p067_lr5e-05_s1_t2500/bh_ilm_p067_lr5e-05_s1_t2500.csv,0.45489062471288666,runs/ilm_wt2_p067_lr5e-05_s1_t2500
erm,50.0,0.6666666666666666,5e-05,2500,1,runs/erm_wt2_p067_lr5e-05_s1_t2500/bh_erm_p067_lr5e-05_s1_t2500.csv,0.5078873925516305,runs/erm_wt2_p067_lr5e-05_s1_t2500
ilm,50.0,0.6666666666666666,5e-05,2500,2,runs/ilm_wt2_p067_lr5e-05_s2_t2500/bh_ilm_p067_lr5e-05_s2_t2500.csv,0.48090411916341325,runs/ilm_wt2_p067_lr5e-05_s2_t2500
erm,50.0,0.6666666666666666,5e-05,2500,2,runs/erm_wt2_p067_lr5e-05_s2_t2500/bh_erm_p067_lr5e-05_s2_t2500.csv,0.5514153678157073,runs/erm_wt2_p067_lr5e-05_s2_t2500
ilm,50.0,0.6666666666666666,5e-05,2500,3,runs/ilm_wt2_p067_lr5e-05_s3_t2500/bh_ilm_p067_lr5e-05_s3_t2500.csv,0.47940449475552344,runs/ilm_wt2_p067_lr5e-05_s3_t2500
erm,50.0,0.6666666666666666,5e-05,2500,3,runs/erm_wt2_p067_lr5e-05_s3_t2500/bh_erm_p067_lr5e-05_s3_t2500.csv,0.5304891400975511,runs/erm_wt2_p067_lr5e-05_s3_t2500
ilm,50.0,0.6666666666666666,5e-05,2500,4,runs/ilm_wt2_p067_lr5e-05_s4_t2500/bh_ilm_p067_lr5e-05_s4_t2500.csv,0.4829495975242466,runs/ilm_wt2_p067_lr5e-05_s4_t2500
erm,50.0,0.6666666666666666,5e-05,2500,4,runs/erm_wt2_p067_lr5e-05_s4_t2500/bh_erm_p067_lr5e-05_s4_t2500.csv,0.5017843661498304,runs/erm_wt2_p067_lr5e-05_s4_t2500
ilm,70.0,0.5882352941176471,1e-05,10,0,runs/ilm_wt2_p059_lr1e-05_s0_t10/bh_ilm_p059_lr1e-05_s0_t10.csv,0.6564027192923848,runs/ilm_wt2_p059_lr1e-05_s0_t10
erm,70.0,0.5882352941176471,1e-05,10,0,runs/erm_wt2_p059_lr1e-05_s0_t10/bh_erm_p059_lr1e-05_s0_t10.csv,0.6556983341831402,runs/erm_wt2_p059_lr1e-05_s0_t10
ilm,70.0,0.5882352941176471,1e-05,10,1,runs/ilm_wt2_p059_lr1e-05_s1_t10/bh_ilm_p059_lr1e-05_s1_t10.csv,0.6538632925460057,runs/ilm_wt2_p059_lr1e-05_s1_t10
erm,70.0,0.5882352941176471,1e-05,10,1,runs/erm_wt2_p059_lr1e-05_s1_t10/bh_erm_p059_lr1e-05_s1_t10.csv,0.6562184483001695,runs/erm_wt2_p059_lr1e-05_s1_t10
ilm,70.0,0.5882352941176471,1e-05,10,2,runs/ilm_wt2_p059_lr1e-05_s2_t10/bh_ilm_p059_lr1e-05_s2_t10.csv,0.6573467345304611,runs/ilm_wt2_p059_lr1e-05_s2_t10
erm,70.0,0.5882352941176471,1e-05,10,2,runs/erm_wt2_p059_lr1e-05_s2_t10/bh_erm_p059_lr1e-05_s2_t10.csv,0.6482746838305614,runs/erm_wt2_p059_lr1e-05_s2_t10
ilm,70.0,0.5882352941176471,1e-05,10,3,runs/ilm_wt2_p059_lr1e-05_s3_t10/bh_ilm_p059_lr1e-05_s3_t10.csv,0.6564447071153375,runs/ilm_wt2_p059_lr1e-05_s3_t10
erm,70.0,0.5882352941176471,1e-05,10,3,runs/erm_wt2_p059_lr1e-05_s3_t10/bh_erm_p059_lr1e-05_s3_t10.csv,0.6575167060290747,runs/erm_wt2_p059_lr1e-05_s3_t10
ilm,70.0,0.5882352941176471,1e-05,10,4,runs/ilm_wt2_p059_lr1e-05_s4_t10/bh_ilm_p059_lr1e-05_s4_t10.csv,0.6581820407214258,runs/ilm_wt2_p059_lr1e-05_s4_t10
erm,70.0,0.5882352941176471,1e-05,10,4,runs/erm_wt2_p059_lr1e-05_s4_t10/bh_erm_p059_lr1e-05_s4_t10.csv,0.6554611943133335,runs/erm_wt2_p059_lr1e-05_s4_t10
ilm,70.0,0.5882352941176471,1e-05,50,0,runs/ilm_wt2_p059_lr1e-05_s0_t50/bh_ilm_p059_lr1e-05_s0_t50.csv,0.6628444410242584,runs/ilm_wt2_p059_lr1e-05_s0_t50
